Disaster Type,Severity,Area Size (sq km),Population Affected,Duration (days),Age 0-12,Age 12-60,Age 60+,Females,Baby Food (kg),Elder Medicine (units),Sanitary Items (units),Clothing Supply (sets)
Earthquake,2,1704,5297,2,583.1115299541805,3591.773149514069,1122.1153205317505,2689.2239723345474,236.2263908908626,2244.3556605130752,2457.6248229714474,1202.223305093933
Storm,2,2371,20911,22,2690.331716586186,13444.597105472216,4776.071177941598,10023.381339575297,5000.0,10000.0,8000.0,5000.0
Flood,5,4269,7797,6,1241.0080976360985,3900.2341996895343,2655.7577026743675,3720.692969962776,1405.18593741224,10000.0,8000.0,2947.5655202846197
Earthquake,4,921,46516,13,12440.825208010976,24442.943685380324,9632.231106608699,21519.562821370328,5000.0,10000.0,8000.0,5000.0
Flood,5,3876,16855,23,4142.754043554485,11056.27619999794,1655.9697564475755,7784.00748787163,5000.0,10000.0,8000.0,4657.784853327733
Storm,5,2348,48428,29,5666.622127294594,29530.162406621006,13231.215466084403,23632.76268361361,5000.0,10000.0,8000.0,5000.0
Drought,4,4713,7854,7,2336.3076378967507,4624.597867188917,893.0944949143322,3952.0320854130405,3515.2392833130325,6871.287264030901,8000.0,3485.150817144277
Storm,5,138,38836,2,9107.098410638768,24716.7192887822,5012.182300579036,18700.463868404608,3375.607898900837,10000.0,8000.0,5000.0
Drought,4,1654,36012,7,9887.882697884543,21606.904643727194,4517.212658388264,18835.17338133389,5000.0,10000.0,8000.0,5000.0
Drought,5,3935,10550,8,1319.9100566857867,7307.942689170831,1922.1472541433832,4861.48701014211,2102.7713377775563,10000.0,8000.0,2382.2917770092654
Earthquake,3,4885,12354,23,1812.9267489643876,7752.812349672086,2788.2609013635265,6572.411392039549,5000.0,10000.0,8000.0,3405.918464105674
Storm,1,1253,5796,3,1518.464388015121,3573.9645499802373,703.571062004642,3031.436507612102,886.4471610031555,2170.220745800219,4516.39925363257,1489.4609540724068
Storm,4,3644,34520,5,3596.5291494757666,19440.09783622652,11483.373014297715,15730.354585128436,3788.2438018602925,10000.0,8000.0,5000.0
Earthquake,1,375,14045,11,2443.8988883171696,8568.77522188216,3032.3258898006698,7429.825844970855,5000.0,10000.0,8000.0,5000.0
Flood,3,2839,36486,28,10929.376841485237,21539.43330413179,4017.189854382974,17712.962612085856,5000.0,10000.0,8000.0,5000.0
Storm,3,253,25181,6,4811.500546907436,14680.323748184486,5689.175704908077,13170.90310754818,5000.0,10000.0,8000.0,5000.0
Drought,5,3387,13129,27,2200.642042113929,6897.514518412889,4030.843439473181,6422.368663343215,5000.0,10000.0,8000.0,2856.4711679241937
Flood,2,4562,31008,3,3823.1490325341674,17080.82645292847,10104.024514537363,14869.786940682656,2307.639149154192,10000.0,8000.0,5000.0
Drought,4,1446,27251,3,3550.508383652085,15984.191143959782,7716.300472388131,13886.237088822585,1951.6216078008679,10000.0,8000.0,5000.0
Drought,3,2165,6511,4,1671.3340610961563,3616.299576976789,1223.3663619270546,3542.5570783999983,1236.6122744114846,5260.606127907491,7752.447242696118,1648.2339769107543
Storm,4,1745,12027,22,2332.080197622387,7030.15682367596,2664.762978701652,6609.603622464477,5000.0,10000.0,8000.0,5000.0
Storm,3,3504,33772,22,3958.9709200917223,22386.69406189292,7426.3350180153575,16144.146526316632,5000.0,10000.0,8000.0,5000.0
Storm,2,2316,48949,12,12258.089542791651,33339.54411555635,3351.3663416519994,26116.114998488356,5000.0,10000.0,8000.0,5000.0
Storm,5,1483,19727,6,3811.7152210548024,11620.727999593097,4294.5567793521,8905.886626177848,4342.976610310564,10000.0,8000.0,5000.0
Earthquake,1,274,42013,13,11088.151230590689,27937.416266687138,2987.432502722171,22215.39125571475,5000.0,10000.0,8000.0,5000.0
Earthquake,5,2180,26578,3,3638.3105318139155,14364.313716145349,8575.375752040734,12987.890016211484,1987.0197269970915,10000.0,8000.0,5000.0
Drought,2,349,37138,4,3768.275138750813,18760.70184643057,14609.023014818617,18766.910777431898,3026.9495480115806,10000.0,8000.0,5000.0
Flood,1,2072,41898,6,11080.672818363797,28513.799437627396,2303.5277440088103,21053.325964383916,5000.0,10000.0,8000.0,5000.0
Flood,1,315,47215,25,5920.236099088206,24771.668727919954,16523.095172991838,23695.139013035267,5000.0,10000.0,8000.0,5000.0
Earthquake,1,3271,27381,27,2761.031278795423,17361.93249873868,7258.036222465897,14078.816018954012,5000.0,10000.0,8000.0,5000.0
Flood,4,823,21573,16,6285.165984058988,13372.497469666927,1915.336546274084,11279.780201983625,5000.0,10000.0,8000.0,4942.152125921133
Storm,2,376,19381,2,4216.131182286185,10126.047204930657,5038.821612783158,9364.872980283722,1781.4444577109,9950.76876467296,8000.0,5000.0
Earthquake,3,1008,38296,26,10526.094733622725,25509.905846699174,2259.9994196781045,18093.54797000891,5000.0,10000.0,8000.0,5000.0
Storm,3,1883,21018,28,3867.358257657248,12940.193100236687,4210.448642106065,11208.083425176863,5000.0,10000.0,8000.0,5000.0
Storm,3,1201,19123,6,3452.617433362729,11548.80681527618,4121.57575136109,10511.0072603156,3840.871705139943,10000.0,8000.0,4587.663915351454
Drought,5,2851,28856,25,5246.512209801598,16473.181598449584,7136.306191748816,13859.045927637058,5000.0,10000.0,8000.0,5000.0
Storm,1,1950,31434,23,5123.808056560753,17129.030620262783,9181.161323176464,14362.677324766337,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4754,4440,13,810.213917695465,2393.8309784881944,1235.9551038163404,2225.849736533224,1950.8836048886938,10000.0,8000.0,2102.7301661539113
Drought,1,37,23564,2,3714.556033942071,11812.465225391348,8036.978740666582,11773.138102487079,1422.1180713603096,10000.0,8000.0,5000.0
Drought,3,1388,17732,24,1882.8932777741427,11399.598169454972,4449.508552770885,8620.67262857214,5000.0,10000.0,8000.0,5000.0
Flood,4,3207,20037,25,3270.3497102334964,12531.013304530377,4235.636985236126,10636.430825672573,5000.0,10000.0,8000.0,5000.0
Flood,2,1881,24399,8,3644.5129232616573,13694.746109743186,7059.740966995156,12334.020926299105,5000.0,10000.0,8000.0,5000.0
Earthquake,2,1043,47745,25,6817.935186890196,26577.582768950622,14349.48204415918,23396.54363630796,5000.0,10000.0,8000.0,5000.0
Flood,2,1421,27956,16,4656.2443945336,17094.56263647348,6205.192968992917,14556.731956668456,5000.0,10000.0,8000.0,5000.0
Drought,2,3270,21698,9,5987.573524996534,11062.59908074109,4647.827394262375,10265.499234567082,5000.0,10000.0,8000.0,5000.0
Flood,4,4481,13040,12,2233.938018079736,8897.781086988518,1908.280894931746,5920.536785237843,5000.0,10000.0,8000.0,5000.0
Drought,5,1184,44337,26,11367.03948190862,28959.674938783563,4010.2855793078197,23018.24366368069,5000.0,10000.0,8000.0,5000.0
Flood,2,2928,831,10,203.77969130307866,476.4889858445967,150.73132285232464,386.184569883514,383.6422506314419,1451.020046511486,1983.4703738060234,265.49134088790123
Drought,3,903,34258,16,8989.830959587065,22783.018231322487,2485.1508090904463,18139.809756715083,5000.0,10000.0,8000.0,5000.0
Drought,3,2362,32828,16,6474.8217433910195,17129.73979485208,9223.438461756901,15588.506524140554,5000.0,10000.0,8000.0,5000.0
Flood,3,2603,6791,25,1917.5320614814498,3527.9349479044354,1345.532990614115,3635.4458709650735,5000.0,10000.0,8000.0,1829.386597958096
Earthquake,3,3563,42367,3,5737.569143649485,21227.050120383487,15402.380735967028,20952.216518068886,3156.2978640099095,10000.0,8000.0,5000.0
Earthquake,4,3193,32579,22,8851.756356567019,17147.545525409638,6579.6981180233415,16957.50276880937,5000.0,10000.0,8000.0,5000.0
Storm,5,625,563,6,66.22593300618617,303.4046447347713,193.36942225904255,299.54708544009696,82.27874898777897,1191.7854087398498,880.9907082313822,210.19514438828148
Earthquake,1,3820,11795,5,3494.248928397435,8097.241370748342,203.5097008542234,6409.2448795871505,3425.9180064507987,1011.1969421894295,8000.0,5000.0
Earthquake,1,2949,44759,23,9954.477958491052,25121.445263937858,9683.076777571092,21601.17613706103,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4807,47762,13,7625.417791826034,31288.936796378566,8847.645411795398,23370.528332596652,5000.0,10000.0,8000.0,5000.0
Storm,4,2391,25564,29,5217.83653137228,15035.031415971727,5311.132052655994,13753.21375176494,5000.0,10000.0,8000.0,5000.0
Storm,2,3649,11457,29,2218.0304317221885,6669.599164890464,2569.3704033873473,6092.40110452345,5000.0,10000.0,8000.0,2763.52605706893
Drought,2,2560,37093,4,7514.1125632658595,20926.79151084399,8652.095925890153,18902.778694392095,5000.0,10000.0,8000.0,5000.0
Flood,5,1746,39720,10,5716.779872755256,19861.80359160582,14141.41653563892,21508.38610793318,5000.0,10000.0,8000.0,5000.0
Storm,1,2384,23588,1,5687.362648478582,13245.618792447929,4655.018559073491,11185.841565239614,1040.333193024628,4882.210073166049,5828.943115668182,5000.0
Earthquake,4,3663,5683,2,629.4837746109546,3057.3122990504226,1996.2039263386228,2579.4897440798322,246.34524693012864,4233.870104458661,2497.58808134669,1893.8882903869273
Earthquake,5,435,46132,15,11746.900256013809,29262.33715145171,5122.762592534484,20905.742199245717,5000.0,10000.0,8000.0,5000.0
Earthquake,2,202,39505,17,10725.849331847949,20521.795827844435,8257.354840307617,20567.77257339789,5000.0,10000.0,8000.0,5000.0
Earthquake,4,4015,29611,1,8595.462496012662,15616.965233417099,5398.572270570239,14916.791835138258,1610.762268547493,5321.0003724375365,6804.182912473755,5000.0
Storm,5,3615,12846,20,3360.168416891284,8317.55362892625,1168.2779541824657,6470.583272917541,5000.0,10000.0,8000.0,5000.0
Storm,1,1240,17617,24,2193.3089668509665,11045.530122860253,4378.160910288781,8145.829545247639,5000.0,10000.0,8000.0,5000.0
Flood,5,188,41956,27,10387.302139763951,22144.395304266498,9424.302555969552,20726.562202549,5000.0,10000.0,8000.0,5000.0
Drought,3,3970,12062,23,3572.2669761821444,7492.7363538173295,996.9966700005261,6035.473056500807,5000.0,10000.0,8000.0,4024.315971536494
Drought,3,11,42093,18,6821.662987445344,25283.961316520967,9987.37569603369,22294.307255620774,5000.0,10000.0,8000.0,5000.0
Storm,3,911,14480,1,1563.293928634903,8033.4695360650385,4883.236535300059,7899.780428601878,341.02522979301955,4739.0121505101815,3588.949332584903,3673.9884164416208
Drought,3,4290,36008,29,7228.163888938245,23975.21125107026,4804.624859991494,18033.31670056963,5000.0,10000.0,8000.0,5000.0
Earthquake,5,555,46788,9,9648.710222928048,30372.127633277916,6767.162143794034,24919.012372340847,5000.0,10000.0,8000.0,5000.0
Drought,2,2640,36029,2,8566.330726768729,21991.64303052951,5471.026242701759,17084.368834261975,3375.817912880715,10000.0,8000.0,5000.0
Drought,1,3608,12961,27,3143.4718175369203,6981.20937379634,2836.3188086667396,6443.312654675519,5000.0,10000.0,8000.0,4198.4854945824545
Flood,4,2504,46141,1,12491.794908538366,29763.594271840706,3885.6108196209243,22426.344140213674,2292.0301092373425,3654.1445162207483,8000.0,5000.0
Flood,1,4833,5020,2,900.8605587318216,2756.5328284482694,1362.606612819909,2666.7877424840253,349.01780925463004,2513.457447354687,2704.341176209979,1879.8356918836112
Storm,3,1374,2808,18,777.5232534183399,1715.1226122905582,315.3541342911021,1413.7042287390916,2628.5960021296396,5297.452995144681,8000.0,837.7708987112686
Flood,1,166,9026,4,2621.2631286727274,5845.107208596634,559.6296627306383,4600.939634346769,2256.7587333743163,2036.8755360375524,8000.0,3064.42538580338
Flood,3,2915,14359,26,2652.883030417626,8162.036401001341,3544.0805685810337,7842.240696276332,5000.0,10000.0,8000.0,5000.0
Flood,4,4282,27554,3,5145.40272104035,18452.758254398042,3955.8390245616065,13400.213796007527,3268.7313888809117,10000.0,8000.0,5000.0
Drought,5,1162,39572,25,7137.809561076051,25118.376305003196,7315.814133920754,19589.526546611753,5000.0,10000.0,8000.0,5000.0
Flood,3,2723,37053,14,5868.53694232285,24074.139695816524,7110.323361860625,18462.032358496635,5000.0,10000.0,8000.0,5000.0
Storm,4,3367,5780,12,1690.1900324147716,3509.1934826792362,580.6164849059924,2958.372081680268,4203.033987087706,7199.734798365298,8000.0,1899.4772807928612
Drought,2,2803,17964,23,2667.1283558873597,11365.142717105979,3931.7289270066613,9591.158698923624,5000.0,10000.0,8000.0,5000.0
Drought,2,1545,32455,14,6968.4992506533745,18445.092462474695,7041.408286871931,16709.34171941972,5000.0,10000.0,8000.0,5000.0
Earthquake,5,3132,41035,7,8662.466178352164,25309.725606966134,7062.808214681703,19315.1482427091,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4483,634,21,131.28209699021807,397.55900036261505,105.15890264716688,297.7572737050238,519.5970168943885,2005.8312755277932,3015.191934092907,233.26343458566495
Drought,2,481,19424,3,3132.189487435527,10741.787773398486,5550.022739165986,10093.084215464838,1763.875183337423,10000.0,8000.0,5000.0
Flood,1,972,44065,19,8656.780762718643,22537.57576212242,12870.64347515894,20598.58017952073,5000.0,10000.0,8000.0,5000.0
Earthquake,2,3093,21684,10,4734.558150692562,11674.766947270498,5274.674902036939,11203.441167563726,5000.0,10000.0,8000.0,5000.0
Earthquake,4,3390,839,10,220.34617653718786,462.70497219691697,155.9488512658952,442.5237955974689,430.6052192733838,1561.5737954659237,2370.157924885841,356.5633417096661
Storm,5,2293,9621,7,2681.1893797111047,5556.7707015087,1383.0399187801959,4606.41903827084,3922.352030560094,10000.0,8000.0,2836.2625484297437
Storm,2,1690,8533,6,1681.0316975085286,4412.248811275701,2439.71949121577,4669.651304110809,2024.5043024572003,10000.0,8000.0,2944.306748064907
Earthquake,2,2789,21404,20,5725.45236198405,11728.621251405972,3949.926386609979,10049.088684315668,5000.0,10000.0,8000.0,5000.0
Earthquake,2,189,49483,23,6115.826481473474,25188.344993042687,18178.82852548384,24434.210011549272,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4987,23648,22,5456.9498181182535,13480.299681767416,4710.750500114329,12101.200869865297,5000.0,10000.0,8000.0,5000.0
Storm,2,3245,46340,15,7271.676343199783,27963.49697586363,11104.826680936589,24783.473063029272,5000.0,10000.0,8000.0,5000.0
Drought,1,2197,21371,2,2377.4138810520258,12761.1981182783,6232.3880006696745,11567.696590551643,971.9558361601336,10000.0,8000.0,5000.0
Storm,3,1283,3426,12,963.551207516957,2222.4017811947842,240.04701128825855,1724.2465430137179,2479.3334173353487,2992.859114287184,8000.0,1090.2458590216343
Storm,4,263,21791,9,3950.3445496968884,14730.008873078505,3110.6465772246083,11219.495023661035,5000.0,10000.0,8000.0,5000.0
Storm,4,4521,11718,15,1603.1273277768805,7631.818769810814,2483.0539024123063,5828.718280981106,4545.625425825084,10000.0,8000.0,3490.2189113624627
Drought,5,1018,20798,7,2949.5613977469593,10941.216879727966,6907.221722525075,9782.411830709967,4351.597409806297,10000.0,8000.0,4290.684534100699
Flood,4,4462,24931,16,2679.568873576345,14985.352241989867,7266.078884433788,12223.74736215899,5000.0,10000.0,8000.0,5000.0
Storm,5,2675,17872,16,4693.411662362151,9290.686268280704,3887.902069357144,8808.473055801489,5000.0,10000.0,8000.0,5000.0
Earthquake,2,664,23305,15,2627.8464266980195,13457.347061180773,7219.806512121208,11146.23489767856,5000.0,10000.0,8000.0,5000.0
Flood,4,3691,26119,5,4881.802846110023,17601.76999482709,3635.4271590628887,12225.409432150993,5000.0,10000.0,8000.0,5000.0
Drought,5,4534,25109,15,3975.7261708336605,17196.197783824537,3937.0760453418043,11877.52781283403,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4961,40966,14,11342.202574054352,21726.260034406947,7897.537391538703,20883.680307700644,5000.0,10000.0,8000.0,5000.0
Earthquake,2,3642,37435,8,8694.972637259152,19005.00736854234,9735.019994198505,18224.29427703368,5000.0,10000.0,8000.0,5000.0
Drought,2,3161,31516,15,7673.280904938828,18553.86847934616,5288.850615715011,17141.16467485839,5000.0,10000.0,8000.0,5000.0
Storm,1,763,38623,17,4720.896085974171,19546.45051288923,14355.653401136598,20187.766674583643,5000.0,10000.0,8000.0,5000.0
Earthquake,4,174,39928,15,8007.56193011772,26667.537747103786,5252.900322778492,20566.246887050696,5000.0,10000.0,8000.0,5000.0
Earthquake,5,3842,6671,21,1111.0276675601476,4589.547098304112,970.4252341357405,3230.7831199688053,5000.0,10000.0,8000.0,3117.6386657063504
Storm,2,1391,8254,28,1990.2297451379109,4987.976364240225,1275.7938906218642,3817.1839878906685,5000.0,10000.0,8000.0,1846.947602050728
Flood,5,3139,15132,20,3346.886121459187,8862.363889241557,2922.7499892992564,6850.417786315188,5000.0,10000.0,8000.0,5000.0
Flood,3,4026,36743,26,5517.8687942530105,22116.761394376514,9108.369811370474,19873.794162437916,5000.0,10000.0,8000.0,5000.0
Storm,4,2543,33561,25,9792.23978722867,17739.09817448278,6029.662038288552,17048.41604017377,5000.0,10000.0,8000.0,5000.0
Earthquake,2,4382,40262,9,7630.066558056053,26009.265858831528,6622.667583112416,19558.292227973154,5000.0,10000.0,8000.0,5000.0
Drought,3,382,31792,17,8962.771334839828,15935.319217879878,6893.9094472802935,16883.72520681727,5000.0,10000.0,8000.0,5000.0
Drought,1,1050,37246,15,7703.513424454035,23750.570495292668,5791.916080253297,19549.30235279448,5000.0,10000.0,8000.0,5000.0
Earthquake,4,4534,38985,25,10551.814104439372,23378.00262161017,5055.183273950461,19895.002280333694,5000.0,10000.0,8000.0,5000.0
Flood,3,789,46389,17,12542.156130748032,30776.235130431633,3070.6087388203377,20938.42519272961,5000.0,10000.0,8000.0,5000.0
Drought,5,428,36260,21,5253.225369508117,21788.65520524567,9218.119425246216,17262.839365858537,5000.0,10000.0,8000.0,5000.0
Storm,3,688,30740,29,4575.019201996466,18137.275411195562,8027.705386807971,16678.993349039374,5000.0,10000.0,8000.0,5000.0
Flood,3,1288,13590,3,2854.854775883725,8191.930904105345,2543.2143200109313,7053.377316929849,1828.517216107521,7359.537856512238,8000.0,3372.9032386458316
Storm,4,4998,27401,23,3010.243679247555,15817.433881738614,8573.322439013831,13299.001893565583,5000.0,10000.0,8000.0,5000.0
Storm,4,4691,23090,12,6850.067668536897,12660.714694580352,3579.2176368827495,11963.580393219392,5000.0,10000.0,8000.0,5000.0
Storm,2,3567,28816,26,4485.312182830733,16686.874575060872,7643.813242108394,14947.406693824141,5000.0,10000.0,8000.0,5000.0
Storm,2,3644,13990,29,1956.06338898072,7968.206928117663,4065.7296829016177,7163.208553696608,5000.0,10000.0,8000.0,3800.0411832480436
Storm,3,334,26669,9,3826.7504498602934,15290.291808559761,7551.957741579947,13043.587685642697,5000.0,10000.0,8000.0,5000.0
Drought,3,1512,3227,12,601.6619258042097,1672.5460443672657,952.7920298285244,1693.0788541386848,1303.2275717598384,10000.0,8000.0,870.3903571401735
Flood,1,2827,3932,13,714.9811867773554,2225.0238573791526,991.9949558434919,2042.036048145613,1957.9385477470476,10000.0,8000.0,1133.1042106916198
Storm,4,737,14519,7,4319.020569900166,7913.322582118223,2286.6568479816106,7495.16937866812,5000.0,10000.0,8000.0,5000.0
Drought,5,4364,25192,26,5438.012648609381,17075.140677528612,2678.8466738620045,12770.59311673122,5000.0,10000.0,8000.0,5000.0
Earthquake,5,1103,3980,20,654.9565955844889,2195.453683966038,1129.5897204494731,1975.6661961412715,2427.680067238964,10000.0,8000.0,1640.8989793741994
Earthquake,2,4105,14649,20,1798.7972560819528,9211.021532617136,3639.181211300911,7814.2523932932945,5000.0,10000.0,8000.0,5000.0
Earthquake,2,1407,47576,5,8896.850868066093,26572.67178532492,12106.477346608983,24004.12801592725,5000.0,10000.0,8000.0,5000.0
Storm,3,3749,47717,13,9230.958589298001,24876.893574421407,13609.147836280594,24572.1363974422,5000.0,10000.0,8000.0,5000.0
Storm,5,932,10467,7,1330.6937153535348,5777.884567464445,3358.42171718202,5113.190266921038,2028.0240353914655,10000.0,8000.0,4323.974747386795
Earthquake,3,1938,24227,29,6581.055185000099,12940.130689241716,4705.814125758185,11960.28316529811,5000.0,10000.0,8000.0,5000.0
Storm,2,3050,17609,14,1837.131337951807,9127.722374470186,6644.146287578007,9123.140650832556,5000.0,10000.0,8000.0,4869.382077623611
Flood,1,605,2086,19,249.07600064851374,1069.8003338475928,767.1236655038933,1062.3363995017044,1008.0172604591697,10000.0,8000.0,907.9969791061435
Earthquake,2,3195,31919,4,6545.426736600515,16381.183874075105,8992.38938932438,17467.890551370398,5000.0,10000.0,8000.0,5000.0
Flood,2,2312,2383,26,388.7475981227939,1251.1947367404528,743.0576651367533,1228.5580262909286,1835.428638385154,10000.0,8000.0,1113.455902812259
Drought,3,158,16921,27,4471.406130425784,9288.46163579327,3161.132233780947,8327.333221811816,5000.0,10000.0,8000.0,5000.0
Drought,5,209,12758,22,3369.4069477986495,8318.305055440978,1070.287996760373,5803.316069541805,5000.0,10000.0,8000.0,4643.183624188526
Earthquake,2,1427,30592,22,4200.832848708788,16447.679891066928,9943.487260224283,14330.053474891125,5000.0,10000.0,8000.0,5000.0
Drought,5,2282,48732,9,7641.746682943637,34061.47461725912,7028.7786997972435,26639.634921902925,5000.0,10000.0,8000.0,5000.0
Flood,5,3728,42125,4,6603.497670125052,26908.297138803042,8613.20519107191,20244.489416282435,5000.0,10000.0,8000.0,5000.0
Flood,5,76,30825,29,5069.632542854005,20202.04995768304,5553.317499462955,14089.464601504445,5000.0,10000.0,8000.0,5000.0
Drought,4,4042,38884,21,4148.328438116426,23950.93298792012,10784.738573963452,18145.232392347334,5000.0,10000.0,8000.0,5000.0
Storm,5,2506,5677,3,1675.9480718761936,3090.8798532414494,910.1720748823573,2672.791795840361,1056.595464010363,2595.8359140813286,4325.974909577527,2112.8587117310512
Storm,3,2762,24498,26,3966.0428395557155,14443.881927610179,6088.075232834104,12017.424512674259,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4364,20271,7,5589.714156291008,10932.828293556784,3748.4575501522086,11042.221828824418,5000.0,10000.0,8000.0,5000.0
Flood,4,1833,5247,13,841.1852612453049,2821.1046696480116,1584.7100691066835,2520.5197787543098,2009.0608456437255,10000.0,8000.0,1715.1554322035859
Flood,5,4412,44665,24,10214.250806038315,24093.935577920733,10356.813616040949,20535.225235213813,5000.0,10000.0,8000.0,5000.0
Flood,2,1567,34981,21,5025.392230855702,17873.144387970482,12082.463381173817,15803.261583698906,5000.0,10000.0,8000.0,5000.0
Earthquake,1,110,22359,16,5251.20600287177,15561.664769496749,1546.1292276314816,12265.254681045068,5000.0,10000.0,8000.0,5000.0
Earthquake,3,3675,24307,4,5496.470423030747,14244.595877815509,4565.933699153742,12002.225519159643,4230.409810526544,10000.0,8000.0,5000.0
Flood,5,4918,20204,17,3042.065368709321,10373.883663893255,6788.050967397423,9633.261678013198,5000.0,10000.0,8000.0,5000.0
Drought,2,3942,47463,18,9091.478958831996,24638.604350234895,13732.91669093311,25621.222471049645,5000.0,10000.0,8000.0,5000.0
Storm,5,4979,14133,26,2175.436182781319,9383.399016059246,2574.1648011594352,7772.231779657362,5000.0,10000.0,8000.0,5000.0
Flood,4,1934,15833,5,4678.455754100426,10970.220950898354,184.32329500122069,7384.082059010092,4490.777746919549,847.9157266567794,8000.0,5000.0
Flood,5,3879,6141,2,1819.4350111151405,3843.877391697353,477.687597187507,3019.0144371880215,679.2370841739311,1048.2714448161203,3212.7439954125934,1746.7656343053286
Flood,1,181,6819,12,1754.536492109653,3741.8692593951423,1322.5942484952047,3277.1396731630307,4196.683958755474,10000.0,8000.0,3376.2267583904977
Earthquake,1,3152,18274,6,3955.361427883692,10232.980476309367,4085.6580958069408,8286.16842312785,4874.5207174562265,10000.0,8000.0,5000.0
Flood,2,2773,34900,4,7708.044850353922,21847.530390719414,5344.424758926663,17161.666466883653,5000.0,10000.0,8000.0,5000.0
Earthquake,2,500,37855,8,10462.936927969538,26188.726798320073,1203.336273710389,17762.877157719147,5000.0,9943.099023339444,8000.0,5000.0
Earthquake,3,4657,41027,26,7674.450919049213,24822.597762743557,8529.95131820723,19281.167109186346,5000.0,10000.0,8000.0,5000.0
Flood,2,3945,37487,8,5523.4880956665265,23452.095605063645,8511.41629926983,19980.344553075487,5000.0,10000.0,8000.0,5000.0
Earthquake,1,1780,12405,18,1378.7611325241426,8464.49679173559,2561.742075740267,6453.1834242202185,4970.875956119002,10000.0,8000.0,3563.9542282648936
Storm,2,687,205,24,44.8595920505796,131.99132497002967,28.149082979390727,104.93431314038095,197.3109937519681,637.4382223210945,1196.3368635378224,92.15106482526302
Storm,2,4016,9967,3,2266.66701084299,6774.904196275079,925.4287928819322,4940.152376118906,1264.6468543440815,3015.011245350371,7349.027657891391,2536.4961145598654
Earthquake,3,1554,178,20,32.26542742231013,121.98643964257437,23.748132935115507,92.74550830722093,126.96893856931409,476.6033858359232,850.3303318203917,88.17635286648444
Storm,1,2380,19765,7,3187.8665563831105,13686.127633688327,2891.0058099285634,10800.560976759649,4275.063526039012,10000.0,8000.0,3981.867223193307
Flood,2,342,11660,2,1223.530333988416,6778.887142002944,3657.5825240086406,5504.3351211997015,492.67243694286657,8040.820129205279,5835.185408927246,5000.0
Drought,4,4456,47757,9,4963.399172308243,32277.934842788243,10515.665984903513,26102.11287172569,5000.0,10000.0,8000.0,5000.0
Earthquake,2,1574,12131,25,1289.5569451260617,6360.538680230256,4480.904374643682,6226.945566952587,5000.0,10000.0,8000.0,2847.4855363042493
Earthquake,2,4484,3171,12,623.9749611866531,2154.7150014803055,392.31003733304124,1714.8010903614718,1373.9679478264127,5118.6981642411465,8000.0,1386.97388252564
Drought,5,402,17592,11,2402.6909179168038,10792.49218310893,4396.816898974266,8579.631966877823,5000.0,10000.0,8000.0,5000.0
Drought,3,1410,29925,8,6385.147723265157,20542.11730026702,2997.7349764678256,15459.09689449579,5000.0,10000.0,8000.0,5000.0
Earthquake,5,4143,17143,18,2144.8707973520573,11196.2419973164,3801.8872053315426,8074.682091974719,5000.0,10000.0,8000.0,5000.0
Earthquake,4,930,21404,19,4893.215501146159,13966.255708909508,2544.528789944332,10883.786085472057,5000.0,10000.0,8000.0,5000.0
Drought,5,3553,44235,22,12088.99255656427,26725.74463272513,5420.262810710599,22866.247247914423,5000.0,10000.0,8000.0,5000.0
Flood,4,658,37963,18,3917.176221219525,23659.930781673167,10385.892997107308,20730.94671606152,5000.0,10000.0,8000.0,5000.0
Drought,1,3411,23931,18,2999.998770980499,16113.200284755798,4817.800944263705,12189.434941338859,5000.0,10000.0,8000.0,5000.0
Earthquake,5,442,49028,25,6782.252283922138,29167.192079914737,13078.555636163124,23834.89919814638,5000.0,10000.0,8000.0,5000.0
Drought,5,2523,7930,14,880.9167204607969,4843.9416144935985,2205.141665045605,4034.7065436415883,2680.9313274158376,10000.0,8000.0,3746.95801316812
Drought,5,2603,695,25,84.3481180219947,380.69947729610135,229.95240468190394,378.7250414370409,405.30111549130316,5368.077103556975,4696.827521437846,203.02779449061185
Drought,3,2073,1547,12,247.05376454439363,981.528758844221,318.4174766113854,747.0091917326735,566.6162872365791,3579.8544785649983,4479.828848052274,437.46785114775076
Flood,2,1682,28351,21,2955.0237283558604,16550.93377176457,8845.042499879572,14957.605046356422,5000.0,10000.0,8000.0,5000.0
Earthquake,5,1154,31325,22,4282.529175569084,20805.558873285445,6236.91195114547,15439.73034977893,5000.0,10000.0,8000.0,5000.0
Drought,2,505,13435,13,2910.7631417127527,8691.798209138278,1832.4386491489695,6477.729597374311,5000.0,10000.0,8000.0,4676.22771997529
Earthquake,4,3548,37889,21,4623.016939900015,21849.73655303056,11416.246507069423,20221.972966138535,5000.0,10000.0,8000.0,5000.0
Earthquake,3,1646,35378,29,7356.230953563145,18237.243148055975,9784.525898380882,15983.88302789484,5000.0,10000.0,8000.0,5000.0
Storm,3,4948,35839,24,10616.211552987932,23226.38355681384,1996.4048901982314,16550.47179880118,5000.0,10000.0,8000.0,5000.0
